"trial_num","choice1","choice2","state","pos1","pos2","rts1","rts2","money","stim1.ons.sl","stim1.ons.ms","stim2.ons.sl","stim2.ons.ms","choice1.ons.sl","choice1.ons.ms","choice2.ons.sl","choice2.ons.ms","rew.ons.sl","rew.ons.ms","id"
141,2,2,3,1,0,0.462072283262387,0.569447956280783,1,381062.333897829,381062.323947668,385064.909298897,385064.899668932,381552.165191174,381552.156831026,385655.459485531,385655.450400352,389066.1139884,389066.105018377,"1236"
142,2,2,3,0,0,0.83737345202826,0.657844172557816,0,390586.473102808,390586.463547468,394604.718031645,394604.708516598,391439.296146631,391439.28905654,395271.883572578,395271.875197649,398607.026594162,398607.016319275,"1236"
143,2,1,3,0,1,0.571188379079103,1.01639416511171,1,400132.077974796,400132.069249868,404134.836233139,404134.826717854,400728.142347574,400728.133402824,405158.943787336,405158.936492443,408139.727691889,408139.719056368,"1236"
144,2,1,3,0,0,0.667350856587291,1.09554532449692,1,409643.749314785,409643.73980999,413660.297063351,413660.287383318,410332.963935614,410332.953655481,414766.704110384,414766.696620226,417662.61824131,417662.607956409,"1236"
145,2,1,2,0,1,0.806365299737081,0.678824769333005,0,419176.593129158,419176.584048986,423185.098006248,423185.089061022,419994.140174627,419994.132559538,423878.580068111,423878.57285285,427187.57988596,427187.53105545,"1236"
146,2,1,2,0,1,0.933864555554464,0.687380706891418,1,428700.909506083,428700.900780678,432703.55722785,432703.547477722,429650.174981833,429650.167331934,433399.052268505,433399.043898344,436705.897825718,436705.887655735,"1236"
147,2,1,3,0,0,0.729244239395484,0.775530316168442,1,438229.623950481,438229.614950418,442232.242906809,442232.233551741,438976.262774944,438976.254354954,443015.835795164,443015.828149796,446235.858795404,446235.849315405,"1236"
148,2,1,2,1,0,0.984400304965675,1.00584333459847,0,447743.611553192,447743.602038383,451745.042260408,451745.032885551,448751.84696722,448751.838467121,452758.740494728,452758.73164463,455747.386888504,455747.376883745,"1236"
149,2,2,3,0,0,0.797182788839564,0.685080373426899,0,457253.19950366,457253.190178156,461267.515465498,461267.506960154,458065.874980211,458065.867825508,461968.976037502,461968.9672575,465269.932204485,465269.921958923,"1236"
150,2,1,2,1,1,0.58617998752743,0.533023411640897,1,466781.874492407,466781.865282297,470789.320686817,470789.31159687,467383.539802313,467383.530852079,471342.331938028,471342.324822903,474791.683255196,474791.673349857,"1236"
1,1,1,3,0,0,1.56906050769612,0.740462776971981,1,19.4291882514954,19.4129428863525,4031.13741350174,4031.12914872169,1598.91748213768,1598.90492200851,4782.21242165565,4782.19764614105,8040.49115562439,8040.48280072212,"1237"
2,1,2,2,0,0,0.503043293952942,0.611660632304847,0,9557.31895303726,9557.30977272987,13558.8112456799,13558.802015543,10075.9632813931,10075.9562313557,14179.9032738209,14179.8953337669,17565.4225101471,17565.4137847424,"1237"
3,1,1,3,1,0,0.454660208197311,1.13952527497895,1,19069.3938276768,19069.3852324486,23070.9162662029,23070.907050848,19539.7291016579,19539.7213215828,24219.9030888081,24219.8956787586,27072.3535134792,27072.3448281288,"1237"
4,1,1,2,0,0,0.486583306454122,1.21882385318168,1,28597.907324791,28597.8977646828,32599.4005925655,32599.3911325932,29099.9348590374,29099.9274642467,33827.6269314289,33827.6196613312,36600.5751068592,36600.5657465458,"1237"
5,2,2,3,0,1,0.446354493731633,0.715084742987528,0,38109.6987161636,38109.6893463135,42111.1970493793,42111.1878492832,38571.6276593208,38571.6208994389,42835.7093584538,42835.7020235062,46112.595716238,46112.5866861343,"1237"
6,2,1,3,1,0,0.91802176903002,1.37505225325003,1,47621.5824189186,47621.5741140842,51623.0710818768,51623.0607864857,48556.6100790501,48556.6000344753,53007.5059900284,53007.4981598854,55624.3920977116,55624.3832976818,"1237"
7,2,1,2,1,0,0.551122465636581,1.8829660078045,0,57133.4513714314,57133.4423763752,61135.638002634,61135.6275026798,57700.1932973862,57700.1849873066,63027.3184628487,63027.3108928204,65137.102530241,65137.0923802853,"1237"
8,1,1,3,0,1,0.590545831480995,0.338998370571062,0,66645.3341639042,66645.3250238895,70646.8328170776,70646.8233616352,67251.4172019958,67251.4101068974,70995.2247626781,70995.2176876068,74648.1136023998,74648.1045823097,"1237"
9,1,1,3,1,1,0.398595361504704,0.970804177224636,1,76157.7916035652,76157.7810833454,80159.2864665985,80159.276506424,76571.3509814739,76571.3435912132,81139.0172133446,81139.0092980862,84160.5965921879,84160.5880770683,"1237"
10,1,1,3,1,1,0.695979044307023,0.698956091655418,1,85669.1131844521,85669.1039493084,89670.6044523716,89670.5950622559,86380.8267650604,86380.8167595863,90378.9283823967,90378.9210121632,93671.9158880711,93671.9050827026,"1237"
11,1,1,2,1,1,0.517817932646722,0.633360140025616,1,95205.5810468197,95205.5711865425,99207.073390007,99207.0639147758,95731.0612025261,95731.0544877052,99859.9565594196,99859.9469892979,103208.383365631,103208.372010231,"1237"
12,1,2,2,0,0,0.604906196240336,0.640773466788232,0,104726.276695251,104726.268330336,108739.1889503,108739.179069996,105346.788691282,105346.781276464,109396.030542374,109396.020982027,112740.49580574,112740.484440804,"1237"
13,1,1,3,0,0,0.396131166024134,0.730401892215014,1,114254.889658689,114254.881588459,118259.88518858,118259.875293493,114667.912784815,114667.903229952,118996.256984949,118996.248445034,122261.243454695,122261.234514713,"1237"
14,2,1,3,1,1,0.804712204029784,0.61671196273528,1,123766.815121651,123766.806751728,127768.257128954,127768.247404099,124586.992758989,124586.986418962,128395.645497799,128395.636772633,131769.692596197,131769.681456089,"1237"
15,2,1,3,1,0,0.500267228111625,0.737094702431932,1,133278.741569996,133278.73266983,137280.197037458,137280.187677383,133794.476388931,133794.468498707,138026.622089386,138026.614329338,141281.506273031,141281.495273113,"1237"
16,2,1,3,0,1,0.444462395971641,0.63286136649549,1,142790.528426409,142790.520376205,146791.992708921,146791.981938839,143250.542491674,143250.534926176,147434.294671535,147434.287371159,150793.27912426,150793.269044399,"1237"
17,1,2,2,1,1,1.35643317457289,1.37662183423527,1,152302.413128853,152302.404518843,156303.89520669,156303.884436607,153674.405827999,153674.398617983,157691.257004976,157691.248344898,160305.261528254,160305.251948118,"1237"
18,1,1,3,0,1,0.508056815247983,0.545069958083332,0,161814.297431469,161814.288886547,165815.766699076,165815.756289005,162339.17215991,162339.163339853,166370.234392643,166370.226747751,169817.048694372,169817.038399458,"1237"
19,1,2,2,1,1,0.494032931746915,1.04904135176912,0,171326.188314199,171326.180439472,175327.65628171,175327.645751476,171835.929270983,171835.92015624,176386.089323044,176386.082378149,179329.107139111,179329.09631896,"1237"
20,1,1,2,1,0,0.644425320439041,0.464869805844501,0,180838.07851696,180838.069501877,184839.563834667,184839.553539753,181498.03169632,181498.024741411,185313.951407194,185313.944127321,188840.847890139,188840.799399614,"1237"
21,2,2,3,0,1,0.412416241364554,0.449194859480485,0,190349.947994471,190349.939584494,194351.464922667,194351.454407454,190777.922530174,190777.91497016,194810.005065203,194809.99732995,198352.71656251,198352.707502365,"1237"
22,2,1,2,0,0,0.420340841403231,0.665037344675511,1,199861.824626923,199861.816831827,203863.358615398,203863.349105358,200297.735467911,200297.727957726,204537.740548134,204537.733227968,207864.756456852,207864.748126984,"1237"
23,2,1,3,1,0,1.07610261579975,0.977083204779774,0,209373.724454641,209373.716369629,213375.272633314,213375.26263833,210465.478310823,210465.470970869,214361.658075094,214361.65073967,217377.070120096,217377.060244799,"1237"
24,2,1,2,1,1,0.356086477870122,1.68128448352218,1,218885.695458412,218885.687133551,222887.188486099,222887.178125858,219258.367375612,219258.358135462,224577.743612766,224577.735822916,226888.485066891,226888.474731684,"1237"
25,2,2,3,0,1,0.3246227982454,0.728609521407634,0,228397.472144842,228397.464019299,232398.96229744,232398.952517271,228737.64512682,228737.637711525,233138.345170021,233138.335789919,236400.22979784,236400.220627785,"1237"
26,1,2,2,0,0,0.32452189642936,0.897721460089087,1,237913.294249296,237913.284529448,241914.831327915,241914.822117805,238249.412462711,238249.405488014,242834.785372734,242834.777542591,245916.467452765,245916.457032442,"1237"
27,1,2,3,1,1,0.924314329167828,0.94505610386841,0,247421.231019974,247421.222534657,251422.764378309,251422.753562927,248361.113743305,248361.105763197,252377.192801476,252377.185016155,255424.0860641,255424.041208506,"1237"
28,2,1,3,0,0,0.796480545308441,0.576857976382598,1,256933.159693003,256933.151693106,260934.671981096,260934.661081076,257745.145686865,257745.138611555,261522.193671465,261522.183981419,264935.917286158,264935.907290697,"1237"
29,2,2,2,1,1,0.660521788755432,0.833249486749992,1,266445.067670822,266445.059015751,270446.628279448,270446.618839264,267121.064582825,267121.057652473,271289.563949823,271289.554134607,274448.152393103,274448.143912792,"1237"
30,1,1,2,0,1,0.772358078043908,0.696847676066682,0,275957.087524891,275957.078714848,279958.637908697,279958.626983404,276744.819432974,276744.811892986,280665.893265963,280665.883425713,283959.956994772,283959.947464466,"1237"
31,2,2,2,0,1,0.700909760547802,0.833140608388931,1,285469.563129663,285469.553834438,289471.289685488,289471.280055285,286185.250562906,286185.242112875,290314.499893904,290314.49067378,293472.58397603,293472.573866129,"1237"
32,1,1,2,0,1,0.580165039282292,0.632796792546287,1,294983.597228289,294983.589098215,298985.14439702,298985.135046721,295577.646361589,295577.636476755,299625.644007683,299625.633847475,302986.492002964,302986.444312572,"1237"
33,2,2,2,0,1,0.468220901209861,0.776937222341076,1,304492.754883051,304492.745662928,308495.073820829,308495.063475847,304977.575180769,304977.565865993,309281.634999514,309281.625944614,312496.569838762,312496.522148132,"1237"
34,1,2,2,1,1,0.540187829639763,0.280858499696478,0,314004.38551259,314004.377507448,318006.022967339,318006.012867451,314561.447922468,314561.435137033,318296.22726965,318296.220069647,322007.405378819,322007.395558596,"1237"
35,1,2,2,1,1,0.463179730810225,2.40899517363869,0,323516.375981569,323516.366226196,327517.986440897,327517.975985765,323995.075645924,323995.067015886,329936.158043623,329936.150979042,331519.348382235,331519.339056969,"1237"
36,2,2,2,0,0,0.524355454836041,1.27284029917791,0,333028.171567917,333028.161983252,337029.924268961,337029.91439414,333568.087347031,333568.079911947,338313.166707993,338313.157233,341031.277360201,341031.267365217,"1237"
37,2,1,3,1,1,0.436265051364899,1.36876605940051,0,342540.031135559,342540.023120165,346541.681785345,346541.671089888,342993.170352936,342993.160297871,347919.91292882,347919.905248642,350543.06755662,350543.057206392,"1237"
38,2,1,2,1,0,0.724222192773595,1.18423663359135,1,352057.763783216,352057.75485301,356059.461948633,356059.45163846,352792.970665693,352792.96067524,357265.000355005,357264.991289854,360060.908796072,360060.899000883,"1237"
39,1,1,3,0,1,0.315704675856978,0.52849238505587,0,361580.901610851,361580.891380787,365582.561250687,365582.551140547,361911.797291517,361911.789966583,366119.915308714,366119.907888651,369583.965442657,369583.956152678,"1237"
40,1,1,2,0,1,0.467459942214191,0.912490593269467,0,371092.371023655,371092.362878323,375094.058688641,375094.048558474,371587.472344637,371587.460849285,376015.775654316,376015.768799067,379095.496115923,379095.48648572,"1237"
41,1,2,3,1,0,0.467836571624503,1.40014412160963,0,380604.288016558,380604.279651165,384605.971131563,384605.961466551,381087.678267241,381087.671437263,386016.683865309,386016.674675226,388607.412048817,388607.402333975,"1237"
42,1,1,2,1,0,1.23511950764805,0.591742224059999,1,390132.870719433,390132.862599373,394134.503309011,394134.492413759,391383.575482845,391383.568657875,394735.527841568,394735.520961285,398135.96480155,398135.953006506,"1237"
43,1,2,2,0,0,0.971130437683314,1.23964124452323,1,399646.532548189,399646.523873568,403648.221998692,403648.211618423,400631.454667568,400631.447662592,404895.294448853,404895.287463427,407649.623895407,407649.613595247,"1237"
44,1,2,2,1,1,0.602682481054217,1.4945596579928,1,409162.258696795,409162.249252081,413169.80056262,413169.790587425,409776.241704702,409776.233309746,414679.403192759,414679.395292521,417171.25845027,417171.248490095,"1237"
45,1,1,2,0,0,0.674655683338642,0.454832491464913,0,418685.2607131,418685.252622843,422687.502564907,422687.492979765,419375.4442451,419375.437220335,423151.0146873,423151.006641865,426688.964497566,426688.954337358,"1237"
46,1,2,2,0,1,0.858384552644566,0.399050465086475,1,428197.130800724,428197.122380495,432198.939432383,432198.929387093,429071.092323065,429071.084248066,432607.056134462,432607.048579693,436200.535326481,436200.525031328,"1237"
47,2,1,3,1,1,0.690630180062726,0.630594521295279,1,437709.014898062,437709.00641799,441710.752578735,441710.74166894,438415.18586731,438415.17912221,442351.885287762,442351.876087666,445712.71987772,445712.707587719,"1237"
48,2,1,3,1,0,0.915795516921207,0.654760200530291,1,447220.909200668,447220.900960684,451222.648881674,451222.637881517,448152.331862926,448152.322702885,451886.864967585,451886.85789752,455224.158465147,455224.148019552,"1237"
49,1,2,3,0,1,0.850293514085934,0.414171599783003,0,456740.121306658,456740.111446381,460741.874967575,460741.863817453,457598.635908842,457598.628278732,461174.560854673,461174.552829504,464743.750580072,464743.740644693,"1237"
50,1,1,2,1,0,0.313373959623277,0.798674717312679,0,466261.45976758,466261.451877356,470263.37761569,470263.368055582,466590.94985652,466590.942611217,471070.919775963,471070.912806034,474264.819032907,474264.80955267,"1237"
51,1,2,2,0,0,0.98999100131914,0.929981715511531,0,1.02553224563599,1.01776194572449,4002.78458333015,4002.77454781532,995.413339614868,995.405804634094,4947.43522381783,4947.4279589653,8004.28953623772,8004.28025603294,"1237"
52,1,1,3,0,0,0.285160439321771,0.433695037616417,0,9518.46793150902,9518.45950126648,13520.2840433121,13520.2747731209,9819.19233012199,9819.18519496918,13964.2981514931,13964.2888212204,17522.7351126671,17522.7240374088,"1237"
53,2,2,3,1,0,0.637501113815233,0.867334151873365,0,19030.5897316933,19030.5816967487,23032.5115647316,23032.5006799698,19683.4071407318,19683.3998456001,23908.6479837894,23908.6350183487,27034.0356483459,27034.0260181427,"1237"
54,1,1,2,1,0,0.652416626457125,0.545145612210035,1,28560.7439336777,28560.7346088886,32563.7519249916,32563.7439148426,29227.0033240318,29226.9960386753,33114.974634409,33114.9674694538,36565.2587878704,36565.2491729259,"1237"
55,2,1,3,1,0,0.764312897343189,0.472876474726945,1,38070.832089901,38070.8234446049,42072.6067612171,42072.5974111557,38851.9615383148,38851.9521379471,42554.6612358093,42554.6530458927,46074.1622598171,46074.1520645618,"1237"
56,1,1,2,1,1,0.429986832430586,0.697360197314993,0,47583.3306798935,47583.320874691,51585.1620566845,51585.1526763439,48028.2975242138,48028.2885093689,52291.0134320259,52291.0044968128,55586.7366507053,55586.726975441,"1237"
57,1,2,2,0,0,0.476447140565142,0.961112441495061,1,57094.7524769306,57094.7443068027,61096.5434684753,61096.5334231853,57586.6757147312,57586.6620697975,62066.6520645618,62066.6450896263,65098.1108372211,65098.1010670662,"1237"
58,2,2,2,1,1,0.540665576932952,0.649354522349313,0,66606.6950602531,66606.6861948967,70608.4912965298,70608.4805064201,67162.6864421368,67162.6791267395,71266.6868851185,71266.6792099476,74610.0703706741,74610.0607106686,"1237"
59,1,1,2,0,0,0.95616315654479,0.808217761106789,1,76123.4472312927,76123.4387612343,80125.2750732899,80125.265433073,77091.4623222351,77091.4527320862,80955.4462251663,80955.4368553162,84143.3340547085,84143.2857241631,"1237"
60,2,1,3,0,1,0.803880400024354,0.566046820953488,1,85647.1774308681,85647.1685006618,89648.9702775478,89648.9606621265,86466.4106016159,86466.4029214382,90223.8962266445,90223.8883066177,93650.5084960461,93650.4988806248,"1237"
61,1,1,2,1,0,0.621197872562334,0.0899718585424125,1,95159.0695836544,95159.0597033501,99160.9232711792,99160.9143157005,95795.6810481548,95795.6722280979,99259.7674570084,99259.7568018436,103162.516410112,103162.50654006,"1237"
62,1,1,3,1,1,0.531636481871828,0.560847260057926,0,104671.237154722,104671.227304697,108673.076481581,108673.067441463,105219.220270634,105219.210570335,109242.438829184,109242.431769133,112674.701231241,112674.691260815,"1237"
63,2,2,3,1,1,1.22412692848593,0.840503546176478,0,114183.995647907,114183.987117767,118185.816984415,118185.807729483,115422.326662779,115422.318947554,119033.991787672,119033.984587669,122187.425529003,122187.416368961,"1237"
64,1,1,3,0,0,0.803956120740622,0.560416004154831,1,123696.452762127,123696.444227219,127698.393370628,127698.383805275,124513.981912374,124513.974717617,128265.79247427,128265.785019159,131700.118941307,131700.109471321,"1237"
65,2,2,2,1,0,0.683793619042262,1.02625808888115,1,133206.302925587,133206.294235468,137208.181372881,137208.170487881,133906.956888199,133906.947923183,138243.567582846,138243.559057474,141209.763972044,141209.754381657,"1237"
66,1,1,2,0,0,1.04421631293371,0.498251339653507,1,142718.575282812,142718.565702677,146731.565428734,146731.555448532,143777.990290642,143777.982815742,147244.234030724,147244.22571063,150733.220953465,150733.211578369,"1237"
67,1,2,2,0,0,0.571548987645656,0.640052725560963,0,152247.117650032,152247.108235121,156249.065288782,156249.055603504,152833.924031734,152833.917021751,156897.757592916,156897.750663042,160250.783514023,160250.773803949,"1237"
68,2,1,2,1,0,0.571230208035558,0.399516269098967,1,161760.009254932,161760.000474691,165761.877282381,165761.868192196,162345.502615929,162345.495285749,166169.382312536,166169.375062227,169763.636498451,169763.621648312,"1237"
69,1,1,2,1,1,0.851089351112023,1.05554779316299,0,171270.724793434,171270.715768576,175272.742707729,175272.732877493,172137.26710701,172137.259646893,176338.324199677,176338.314904451,179274.551874638,179274.542439222,"1237"
70,1,2,2,1,1,0.467143449466676,0.975218514679,0,180786.466572285,180786.457487583,184788.475396395,184788.465331316,181265.201597214,181265.19408226,185785.280417919,185785.273108006,188790.150966644,188790.140996456,"1237"
71,1,2,3,0,0,0.493496128590778,1.95973631367087,1,190294.895413399,190294.884863377,194296.847722054,194296.838811874,190803.501146793,190803.490361691,196264.994674683,196264.986989737,198298.57601285,198298.566017389,"1237"
72,1,1,2,1,1,0.563513610744849,0.511224203044549,0,199813.228083372,199813.218683243,203815.139126301,203815.12993145,200385.299663305,200385.292323351,204345.054895163,204345.048000574,207816.823156595,207816.813561678,"1237"
73,1,1,3,0,0,0.49826214578934,0.951239314861596,0,209335.154051781,209335.144116402,213337.192610979,213337.182856083,209848.769870043,209848.762194872,214296.968558311,214296.960983515,217338.913781643,217338.903876781,"1237"
74,2,2,2,1,0,0.618391724769026,1.00716844084673,0,218846.82218647,218846.813326359,222848.805180311,222848.795675516,219481.922457695,219481.913687468,223864.786897421,223864.779657364,226850.508540869,226850.498970747,"1237"
75,1,1,2,1,0,0.809496707748622,0.262361846398562,0,228375.322873831,228375.314283848,232388.73216939,232388.722699165,229200.453000069,229200.445025444,232665.296783447,232665.288468361,236390.478525639,236390.469375372,"1237"
76,2,1,2,1,0,0.59317736979574,0.725631298264489,0,237903.878586531,237903.869686365,241905.836790085,241905.827229738,238512.665511847,238512.658511877,242640.449960232,242640.442980051,245907.640846252,245907.631621599,"1237"
77,2,2,2,1,1,0.448487025219947,0.684928774135187,1,247433.032956362,247433.022790909,251435.048410654,251435.038975,247896.550218344,247896.542828321,252128.342814922,252128.335704565,255436.954143286,255436.943043232,"1237"
78,1,2,2,0,0,0.880457440624014,0.573170281713828,1,256945.582071781,256945.573116779,260947.614836216,260947.604391098,257840.41863966,257840.411489725,261528.442235947,261528.434605837,264950.463780403,264950.453885317,"1237"
79,2,1,3,1,1,0.856423872057348,1.49288239469752,1,266456.29595542,266456.286765337,270458.320349693,270458.310769558,267328.261909008,267328.254888773,271961.240674734,271961.231554747,274460.094845772,274460.08631587,"1237"
80,1,1,2,0,0,0.792315011145547,0.781109463423491,0,275968.258533716,275968.249693632,279970.23329258,279970.223412514,276776.086412907,276776.053277493,280760.151856422,280760.145011663,283971.960073471,283971.950318098,"1237"
81,2,1,3,0,1,1.27242521755397,1.67677300446667,1,285480.2342875,285480.225937366,289481.538083076,289481.529628277,286768.027126312,286768.020486116,291168.961292267,291168.952162027,293483.293549538,293483.283594131,"1237"
82,0,0,0,0,0,0,0,0,294992.023978949,294992.015188932,0,0,0,0,0,0,0,0,"1237"
83,2,2,2,0,1,1.67200065148063,0.77452445612289,1,304503.796470165,304503.78757,308505.914615631,308505.904910803,306192.73599267,306192.72733736,309289.268231153,309289.259310961,312507.697857141,312507.687837124,"1237"
84,1,1,3,0,1,0.560288202017546,0.468138605589047,0,314019.402187347,314019.391382694,318021.43563199,318021.426047087,314595.018534899,314595.009269953,318512.693142176,318512.681881905,322023.248273849,322023.23873353,"1237"
85,2,2,2,1,1,0.416230569593608,0.748587381560355,1,323527.696872234,323527.687577009,327531.745900869,327531.735345602,323960.650132418,323960.640352249,328287.542590618,328287.53518033,331533.527586937,331533.51753211,"1237"
86,1,2,2,0,1,0.248154493048787,0.484874481800944,0,333039.455118179,333039.446098089,337041.64592433,337041.635964394,333303.285329342,333303.278139114,337536.536673307,337536.525878191,341043.475301504,341043.46570158,"1237"
87,1,1,2,1,1,0.256559130735695,0.644998663337901,0,342551.397636652,342551.389186621,346553.476646423,346553.468176365,342823.433670998,342823.426285982,347207.226721525,347207.219306469,350557.242581606,350557.196746349,"1237"
88,1,2,2,1,0,0.536466100951657,1.80519100604579,1,352063.220323324,352063.205693245,356065.313488483,356065.304033518,352615.249377728,352615.242412806,357879.274931192,357879.267971039,360067.170235872,360067.160605907,"1237"
89,1,1,2,0,1,1.36076412745751,1.41241338243708,1,361579.836642742,361579.827462673,365582.292312145,365582.283457279,362951.42212677,362951.41501689,367015.121896267,367015.114835978,369584.156169653,369584.146034479,"1237"
90,2,2,3,0,0,0.519731164909899,0.420472158817574,1,371103.722264528,371103.713909388,375105.939025879,375105.927615881,371639.058288574,371639.050608635,375535.042790413,375535.035900354,379107.828593969,379107.818138361,"1237"
91,1,1,2,0,1,0.503278242656961,0.508525998797268,0,380615.945386171,380615.935805798,384618.082751751,384618.0735116,381135.854850292,381135.846544981,385134.973309517,385134.965934277,388619.990919828,388619.981054544,"1237"
92,2,1,3,0,0,0.847301510861143,1.14789958344772,1,390127.520614862,390127.512269974,394129.65837574,394129.649440527,390991.831291914,390991.822431564,395287.701807022,395287.693142414,398131.535208464,398131.525493145,"1237"
93,2,2,2,0,1,1.13569477177225,0.524340456118807,0,399639.4462533,399639.437727928,403641.581743717,403641.572423697,400790.603247166,400790.596446991,404174.563319445,404174.555909395,407643.45450139,407643.444811344,"1237"
94,1,1,2,1,0,0.0634474847465754,0.731769834412262,1,409155.212067127,409155.203477144,413158.118402004,413158.109942198,409231.142003775,409231.133308411,413910.603512049,413910.596587181,417160.809044361,417160.798359632,"1237"
95,2,2,2,1,0,0.528482629917562,0.795769878197461,0,418679.898123264,418679.889603376,422682.034259081,422682.026204348,419223.917331696,419223.909251451,423486.458637476,423486.451287508,426683.929322004,426683.919891834,"1237"
96,1,2,2,0,1,0.255787587491795,0.676361956866458,0,428208.419045687,428208.410860777,432210.604846954,432210.596051931,428479.814827442,428479.806372404,432895.748023748,432895.738658905,436213.472621679,436213.463146448,"1237"
97,2,1,2,0,1,0.454117212677374,0.410855365218595,1,437720.28794837,437720.279557943,441722.479934454,441722.470664263,438190.000459909,438189.992284536,442142.067419529,442142.059949398,445723.663863897,445723.654793739,"1237"
98,2,1,3,1,0,0.373886300018057,0.714686449384317,0,447232.342017889,447232.333477974,451234.518514156,451234.510054111,447621.87344718,447621.865702152,451959.048588514,451959.038643122,455236.469117641,455236.45920229,"1237"
99,2,2,2,1,1,0.726367789553478,1.01880542794243,0,456744.717876434,456744.708186388,460746.995148659,460746.984918594,457486.007136822,457485.999171972,461775.041080475,461775.031530142,464748.94525218,464748.935197115,"1237"
100,2,2,3,0,0,1.26222532172687,1.33805904584005,1,466256.030822277,466256.021932125,470271.628134251,470271.619064093,467534.484708548,467534.475958347,471622.901829481,471622.891294718,474273.640263557,474273.630888224,"1237"
101,1,1,2,1,0,0.54646461433731,0.84616155247204,1,0.596027135848999,0.586347341537476,4003.58778309822,4003.57760810852,555.87261557579,555.865280628204,4868.17459821701,4868.16692829132,8005.60542750359,8005.59568214417,"1237"
102,2,2,3,1,0,1.06573400064372,0.766496972180903,0,9522.54433083534,9522.53488540649,13524.8900587559,13524.8794586658,10603.7446551323,10603.7373349667,14300.0741209984,14300.0666158199,17526.8630926609,17526.8539323807,"1237"
103,1,1,3,0,0,0.313515191199258,0.510373224038631,1,19034.4104979038,19034.4022228718,23036.7671513557,23036.7571511269,19364.7025716305,19364.6646311283,23555.6421878338,23555.6345877647,27038.754240036,27038.7444851398,"1237"
104,2,1,3,0,1,0.737370196962729,0.630149760749191,0,28546.2569754124,28546.2482299805,32548.5098869801,32548.5010921955,29300.5362164974,29300.5280866623,33188.5668129921,33188.5244426727,36550.5475769043,36550.5372567177,"1237"
105,2,1,3,1,0,0.889835561392829,0.934094422496855,1,38058.2097434998,38058.2007884979,42060.4445154667,42060.4355201721,38963.4971621037,38963.4895720482,43004.3664727211,43004.3580071926,46062.5994312763,46062.5886261463,"1237"
106,1,1,2,0,1,0.337923999410123,0.870298401685432,0,47571.0139970779,47571.0049221516,51573.2958645821,51573.2866842747,47923.4455816746,47923.438321352,52451.1992144585,52451.1917743683,55575.3691294193,55575.3593392372,"1237"
107,1,2,3,1,1,0.689868838526309,0.534749365644529,0,57081.9169678688,57081.9087479115,61085.152271986,61085.1379919052,57787.2815775871,57787.2744874954,61627.4888901711,61627.4819400311,65087.1975314617,65087.1872811317,"1237"
108,2,1,3,1,0,0.153836876619607,0.294019022490829,1,66593.7940158844,66593.7850556374,70596.1005182266,70596.0913133621,66763.1544928551,66763.1471629143,70899.0079932213,70899.0009081364,74598.1536881924,74598.1437277794,"1237"
109,1,1,2,1,0,0.345928154885769,0.453840180300176,1,76105.6682629585,76105.6599280834,80117.7547080517,80117.7435078621,76467.1030902863,76467.0962953568,80587.0573997498,80587.04935956,84119.7886424065,84119.7792975903,"1237"
110,1,1,2,1,1,0.344525940716267,0.589092212496325,0,85653.0543715954,85653.0451114178,89655.3789448738,89655.3700792789,86011.0017068386,86010.9939470291,90250.9187712669,90250.9113812447,93657.4550995827,93657.4451596737,"1237"
111,1,2,2,1,1,0.456529797287658,1.052764326334,1,95162.8007686138,95162.7927436829,99167.0105443001,99167.0014190674,95634.9024338722,95634.8952639103,100227.7970438,100227.787288427,103169.891028881,103169.881718874,"1237"
112,1,1,2,1,0,0.552071119425818,0.661119296913967,1,104674.733281612,104674.725046873,108676.409471989,108676.401227236,105242.471199751,105242.463544607,109346.696830511,109346.68977046,112678.504327059,112678.493476868,"1237"
113,2,1,2,1,0,0.288183577824384,0.629089615074918,0,114186.669905186,114186.661644936,118189.005658388,118188.997032881,114491.325901031,114491.317926168,118826.556543589,118826.549268723,122191.105358124,122191.09548831,"1237"
114,1,1,2,0,0,0.824448107508942,0.908121960703284,0,123698.547417641,123698.539152622,127711.32562089,127711.316926003,124538.458826542,124538.451961517,128635.457170486,128635.448365688,131713.919641972,131713.91041708,"1237"
115,2,2,2,0,0,1.06356142088771,0.915672386065125,1,133231.676210403,133231.666330099,137234.026788712,137234.018628359,134307.325692892,134307.316928148,138170.356544495,138170.349424362,141236.119843721,141236.109883308,"1237"
116,1,2,2,1,1,0.00715287122875452,0.811510631814599,0,142756.824452162,142756.815671921,146759.227990866,146759.218635559,142778.376835585,142778.369460583,147578.075537205,147578.067631721,150761.336010933,150761.326986074,"1237"
117,2,1,3,1,1,0.527183214668185,0.275514964247122,0,152267.570141077,152267.561665773,156269.92684412,156269.918589354,152810.291358471,152810.283693552,156553.952837706,156553.94529748,160272.024284363,160272.015144348,"1237"
118,2,2,3,0,0,0.374861798249185,0.394776095403358,1,161781.140528679,161781.130738735,165792.253322124,165792.244561911,162171.091023207,162171.081428051,166203.034211397,166203.024701357,169806.420442104,169806.411311865,"1237"
119,1,2,2,1,0,0.69358454621397,0.723579246317968,0,171324.712556601,171324.704041243,175328.977002621,175328.967437744,172033.879811525,172033.872381449,176059.8108778,176059.800747871,179331.0832932,179331.073373079,"1237"
